Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30,N=31,N=32,N=33,N=34,N=35,N=36,N=37,N=38,N=39,N=40,N=41,N=42,N=43,N=44,N=45,N=46,N=47,N=48,N=49,N=50
3324871.214,24.676981659624783+21.917150709839504j,98.28178776842577+77.54161215846293j,221.30330430142098+170.29689720715533j,395.26001339188144+299.52174694471137j,622.1666713137312+464.5378912940308j,903.1512929221054+665.4772226533312j,1248.433018890944+897.9892302502878j,1659.4457261030743+1160.3914543346757j,2151.8066968172225+1445.58829080777j,2739.115015862382+1745.483753764905j,3410.1316884138178+2063.1787500326946j,4139.530421639291+2413.953055166191j,5113.25124042492+2656.936903202135j,6146.797175756646+2902.122528341189j,7334.069397017706+3067.8091891064096j,8654.735300438462+3149.127208963961j,10069.530139104752+3149.649879109832j,11600.20809366164+3014.26584086208j,13444.903727302411+2014.3992853866603j,15096.732793931084+1382.9079235908782j,16729.838992630248+433.0670159925211j,18198.00517529107-1495.5968410336038j,19481.867939109212-3248.7745013085j,20339.571970255693-5246.788527548543j,20243.300266281076-8119.639161340827j,20139.32393367196-10298.030051931599j,19527.55013413809-12271.492239091092j,18929.207748770772-13989.081161373817j,17636.99791988013-15460.077051001777j,16881.182273444527-16695.283627209872j,14710.427994113043-17521.6360994944j,13931.71073836829-18209.02892623313j,12365.198156272892-18383.06318576261j,11493.085048370018-18749.034875850706j,10612.363915213175-18894.285330641378j,9625.461960260638-18868.83474712734j,8743.075985184789-18809.032761783794j,7720.070594366739-18381.6981008269j,7571.674189306897-18666.358508020956j,7168.421418961513-18730.722757873114j,6540.317490347424-18510.54015887579j,6122.006253281669-18334.875619934035j,5831.374446243496-18323.618296938344j,5274.036293392853-17904.289373213516j,5209.703795732197-18279.820988388572j,4921.009481262584-18097.097467034997j,4665.238134227625-17918.857509669015j,4702.128538761114-18409.174450427538j,4548.543644636182-18461.600901149908j,4084.0206564770297-17950.1606517787j
3350239.525,24.769514391509933+21.97875404819058j,98.64872798288796+77.72659478585192j,222.14372210910216+170.64834348683888j,396.74433828730366+300.1256989256721j,624.5907317848062+465.4193831213222j,906.6820255936763+666.6496004860385j,1253.425844305008+899.871832620343j,1666.6906767044563+1162.3580450842876j,2161.404766876621+1447.4173941326094j,2752.0506548331487+1747.458811250123j,3427.011202094299+2063.721507879541j,4160.680933104484+2415.179721037265j,5142.784511005497+2653.4605240853152j,6183.273834066733+2894.0652543572774j,7377.551347675721+3053.6815494464504j,8705.940361193094+3122.020725587352j,10130.070593416607+3112.2248110622254j,11662.45004407375+2955.8222430575092j,13515.64378141502+1924.5976631589244j,15170.598754694547+1274.31292325627j,16779.315355175924+291.7549739468732j,18231.781380156113-1660.4570934583112j,19451.316843475866-3459.450724392767j,20303.80079909803-5468.087936810844j,20098.55352571216-8315.122560734j,19964.62770318373-10485.868019154306j,19294.714223062387-12423.252272645475j,18667.685025644616-14087.250041972067j,17394.79500318515-15568.59125062793j,16626.600860678784-16756.845847846016j,14424.408989061205-17507.932047797483j,13680.296466269941-18140.39999675552j,12140.932322814446-18349.3330801433j,11271.405113004455-18662.00783031677j,10395.143925835573-18796.092957653254j,9440.383170431025-18775.565903178125j,8554.236810241608-18679.135580529022j,7561.70752920504-18260.69948327539j,7434.124582976608-18542.68634629108j,7010.679256262886-18594.21802702947j,6406.687583951889-18365.00953731242j,5992.686873827962-18198.012571432704j,5703.21295281624-18179.182671872706j,5158.716451282646-17756.391692398145j,5126.154836219679-18119.263717355218j,4830.569169641542-17941.885037879554j,4566.922131925305-17786.293533515785j,4616.48230031492-18256.994742300336j,4467.20703561652-18312.367067594485j,3995.4925824214083-17808.468009153068j
3375801.393,24.85775255583267+22.05824971716005j,99.00017146533884+77.93214759722451j,222.928490164216+171.1187205396868j,398.20242420595946+300.8836638533342j,626.9368859848204+466.58486134984264j,910.0966457818024+668.2310709918463j,1258.492030620624+901.6444624218653j,1673.2849917980373+1164.5720258493748j,2170.6866978104763+1449.968487919657j,2764.7050628321604+1750.498748315575j,3444.206289088692+2066.109816743852j,4181.308995949369+2417.891389233295j,5169.18556541998+2649.663277102256j,6216.694369633381+2888.781352303852j,7420.576869689981+3040.531235078976j,8755.462042585807+3099.8354485974496j,10182.417910235483+3077.745976120891j,11730.61660097021+2907.045198480803j,13572.915434363838+1843.150295944432j,15210.213249638+1152.5943956104513j,16823.368210036297+161.17156976973376j,18232.085374847295-1837.2258473311413j,19437.728487303815-3637.7049417616627j,20238.78560827202-5674.99090538148j,19985.212044847416-8553.081098100127j,19771.3979828963-10648.547309785807j,19093.855999148796-12552.62023370697j,18425.39063777026-14205.405172265324j,17125.56547228849-15636.284397559086j,16325.387631422804-16765.47356616005j,14178.25913270558-17481.09380485735j,13434.436075363805-18116.98277528169j,11916.570612918847-18274.10704478356j,11058.905285616014-18554.54166415671j,10190.777244022673-18675.274956707897j,9262.26555893293-18652.378015169834j,8397.302406731114-18561.85455827385j,7416.977594680965-18125.665281713547j,7265.427893118345-18403.526130785252j,6883.288586011731-18456.83808993538j,6275.231616079345-18230.318606219003j,5894.642789656909-18051.069942845465j,5603.058044631137-18016.012681649663j,5054.6592191499685-17628.20698888922j,5007.561460832801-17977.348508865638j,4744.619911519416-17789.55407848613j,4484.129296285113-17627.052796287244j,4536.84789322001-18117.86947661133j,4381.943828193224-18163.871392020952j,3926.452816714537-17658.314395303572j
3401558.293,24.920311268017347+22.159481221612367j,99.25762501894874+78.26177667260585j,223.47309177558463+171.8832717121195j,399.2466280080252+302.0683061708556j,628.5487810475626+468.64196811744284j,912.7047301223708+671.0705762695778j,1262.0757912264814+905.4498938021244j,1678.6507977293593+1168.9456863373882j,2178.469120699105+1454.987423121391j,2775.1747622257603+1754.7671632553884j,3457.716619286228+2071.3766646130075j,4199.433468848295+2423.142003925132j,5194.1209372253725+2653.2652578915595j,6247.923789573718+2886.593140031546j,7460.071302610728+3028.38133236199j,8802.805747178896+3083.59778498018j,10237.569863804185+3049.076569023719j,11794.190542051416+2867.2895292208264j,13631.229397937208+1762.296054343993j,15268.033770129348+1054.2108717683293j,16854.22134386121+22.818348851697124j,18247.42631036723-1988.3476204045312j,19419.03151952423-3818.9287696919796j,20153.26285060439-5837.780361115716j,19847.662380359066-8710.28604922829j,19595.044025645806-10809.723261682151j,18894.47631427974-12662.765085626113j,18193.803376849384-14294.735889132908j,16888.807790639527-15669.032161006679j,16105.214737627359-16775.050055014577j,13962.834307745681-17465.069008397426j,13190.685854429643-18049.10015544203j,11703.551367517042-18187.835237988427j,10853.13857757881-18458.60057466798j,9998.944169815939-18563.956269695507j,9101.314586278577-18510.692432737174j,8231.927526106681-18420.691935188763j,7271.395965892799-17981.742038032113j,7157.310495626129-18255.229304716122j,6743.618793557948-18306.463513309227j,6167.335883029347-18078.7258572325j,5775.21574424787-17916.07515429739j,5505.338872892074-17879.36110327738j,4981.673368741846-17469.990432073948j,4922.40638625257-17826.22121125126j,4653.99001103835-17652.546094873014j,4397.180485965821-17481.602852233627j,4441.111863357997-17964.934236138914j,4293.345924969021-18025.236712427097j,3873.144276835767-17511.110226978293j
3427511.716,25.018666950585292+22.22360264068606j,99.63889908015054+78.44967729721526j,224.33971095795184+172.23193036313367j,400.80379627272276+302.7089632283822j,631.0847976334885+469.50612430089666j,916.3807276946014+672.360328791348j,1267.513183099782+906.7130218939446j,1685.9201532756797+1170.88114153875j,2188.1549386741167+1456.740012469249j,2788.3238640094196+1756.7065565408334j,3475.9735289247365+2071.9156477582924j,4221.521748097411+2423.1566457601116j,5222.994775559586+2648.920652620237j,6282.142233728118+2877.1558328487376j,7504.088589301072+3013.114395445923j,8857.444978609155+3055.993328232887j,10301.313527876813+3008.5353569544077j,11858.434287090115+2802.314592405862j,13687.425417111825+1670.8520261759313j,15326.482618797048+946.7678837905762j,16922.203721209-123.50084896688729j,18249.682608086856-2177.523923251396j,19381.560662904412-4021.340785446132j,20076.774368314796-6071.197681105177j,19699.57177978616-8891.518745975794j,19412.279815491638-10981.377634087112j,18666.691673483117-12832.23649211208j,17944.053750567542-14405.353915358251j,16623.75452342516-15716.345710455367j,15850.69382196331-16806.530785649495j,13703.08357905325-17430.05850110216j,12932.831778518297-18018.701187246366j,11495.985545379095-18114.360836828546j,10646.829833714632-18363.613615947586j,9816.876581413215-18480.173222028097j,8910.409106514688-18394.624482831172j,8062.528855457176-18298.37603059916j,7143.795498045831-17879.593519313545j,6993.682325484898-18144.014530230783j,6611.973475666192-18178.332431548668j,6036.491299367093-17936.59198825194j,5667.90460236943-17755.070868895615j,5389.158420672335-17746.770035600934j,4869.370227754243-17339.427608973696j,4822.642147287801-17692.808152452257j,4558.351446028456-17498.752602563673j,4305.247301366299-17351.60202154411j,4365.113896257192-17813.627006663664j,4211.977601333669-17876.995478166577j,3783.020688062743-17372.820499754765j
3453663.16,25.10797746963241+22.311177072628837j,99.9995582250308+78.64418075703314j,225.16078041505224+172.64230602140992j,402.2906732825006+303.42549069566127j,633.4943178541497+470.50724678868465j,919.9634044364882+673.7977945419102j,1272.5805579033693+908.5216758416083j,1693.2180198539902+1172.9473797382136j,2198.0757750165267+1459.0335248005726j,2801.6583894899954+1758.5143401126697j,3492.9834211075163+2072.6127197855167j,4242.471374228359+2423.093994274719j,5251.47734262212+2645.1320870963505j,6318.461350290999+2867.5264849964165j,7546.914889991472+2996.4443182309096j,8905.718555819405+3024.3007182050355j,10355.045187570728+2963.932001543074j,11913.055158244275+2739.2105243639985j,13747.904119776022+1571.83919890088j,15382.606013280314+821.5502472924205j,16951.808482183907-274.37633578014993j,18250.23951888618-2350.826202520824j,19347.02570910858-4218.120335572896j,20002.957093193967-6281.007958506118j,19570.102307156-9070.664395275315j,19234.551232457383-11127.591327233706j,18443.403952310484-12954.723426180564j,17715.35619449895-14498.837212320877j,16379.022152208023-15777.805925219773j,15567.702816428035-16832.499440749252j,13454.916127639419-17400.99998409473j,12720.16748052187-17943.188642750458j,11258.587269469668-18031.90473601833j,10445.908425925185-18270.192514876846j,9616.228377757929-18365.952702157778j,8737.366915571009-18306.464897114995j,7917.721667400645-18180.388585878296j,6990.610543065479-17737.09395976869j,6869.830460511149-17996.87140814496j,6481.742914695492-18046.271854490806j,5923.747281024923-17794.641694712405j,5544.230633166912-17620.94981629532j,5297.587093251929-17608.068153581527j,4789.504137356394-17203.509652659905j,4724.746119411646-17567.829884198025j,4471.606122854176-17363.541839446945j,4235.48475446128-17204.907370167213j,4269.567921267039-17680.94836353089j,4147.760529640596-17727.985589561238j,3729.1151080447366-17228.232182446176j
3480014.135,25.200392167168037+22.36847586768691j,100.36649530668107+78.85883736690656j,226.0186950852102+173.04382888881673j,403.7888843610373+304.2049634704602j,635.9609811222172+471.4849698997993j,923.6435495593574+675.2348372160474j,1277.8884009142214+910.5815046701308j,1700.554045817779+1175.3276127215772j,2208.129697939147+1461.4180367667489j,2815.5865264130643+1760.3458148071818j,3510.4852637160234+2075.143843126693j,4264.570223069333+2424.4211554304793j,5281.231930607396+2642.4603369234073j,6356.330687624599+2860.9711781953183j,7592.563427676664+2978.0189851602013j,8958.081462587288+2997.429903136355j,10417.859553737759+2923.2921809172167j,11978.276822677044+2685.996398323251j,13810.126452797473+1487.3591557463421j,15437.668361535414+709.3695964169607j,16994.788979572084-421.1431450816527j,18257.82390350962-2543.8783482013455j,19333.379568619603-4417.3717888966j,19916.071109615954-6481.096234138403j,19434.922066022624-9271.298219715607j,19040.630266212796-11314.56267378464j,18234.52028381358-13061.45722380513j,17472.285642894833-14598.910525008916j,16123.661113717904-15833.25921733452j,15308.539656903615-16823.187054919777j,13224.005856489977-17378.420485309067j,12481.645716901929-17926.035088376622j,11056.675943201213-17964.85393849623j,10235.607479985312-18202.309095128283j,9420.408825033563-18254.549215959934j,8567.253171473616-18173.36060034708j,7743.901155832467-18058.943446400994j,6859.217548525502-17602.29536121374j,6741.082863043251-17878.850955153855j,6344.411492563726-17895.83453040441j,5810.050868267934-17666.91808761717j,5447.385576566186-17488.59036854675j,5173.69206038985-17466.893236241005j,4688.408032104863-17063.948664633426j,4651.769035335551-17410.75600521782j,4386.0365776102135-17228.934259682956j,4149.574317763584-17078.369627191674j,4201.566631499834-17533.830515321453j,4068.0225530453877-17574.139674013775j,3650.57518681151-17097.98948511513j
3506566.165,25.27156724439864+22.47501652673218j,100.63406550698639+79.23213488192033j,226.62220701680968+173.76418236318094j,404.9080815031335+305.48533204227687j,637.7105262115443+473.4902395170926j,926.3662611035958+677.9618085334175j,1281.7602425589369+914.4604717105744j,1706.0308989599598+1180.0572743955413j,2215.6127677467352+1467.2262608723977j,2826.0205628431877+1766.320686440718j,3525.535688671758+2080.4427130071385j,4283.575896655463+2428.8570385966555j,5306.614780400814+2644.4679859148678j,6389.837886169494+2856.421308273884j,7633.499490147283+2968.457122967179j,9009.105380288529+2974.9574758469676j,10473.752115562429+2886.8851366657314j,12040.669075540778+2634.751662069078j,13868.697773085263+1388.5375197139997j,15481.911623956192+600.3719377398031j,17038.434038018277-543.3276108687447j,18256.093990486017-2700.214610200234j,19281.66255457817-4592.906057730247j,19849.1386798039-6679.544898393983j,19269.134403497606-9424.292316087218j,18862.42885528583-11434.24561760842j,18017.505081878437-13189.61410845454j,17238.878612429573-14660.004525225087j,15903.186314338138-15843.279647434292j,15086.431931404964-16868.94497272848j,13004.286887662425-17326.924014067634j,12259.961075971787-17838.369481516595j,10831.844208519287-17869.188446171283j,10069.761960181579-18081.625081589875j,9264.967872192765-18135.9852376361j,8398.74804309119-18042.58568490679j,7636.547859642966-17904.527115335404j,6706.9854320461445-17478.548873042084j,6624.065061747288-17725.190940915603j,6244.777372930058-17749.147237793724j,5696.748594186811-17525.543628968306j,5339.38285752485-17353.372880163366j,5084.543993656392-17320.063201495206j,4600.1863401496685-16918.323746210077j,4555.8719495677615-17248.35885404406j,4299.636146680951-17085.665676836914j,4070.126179934662-16913.33766051508j,4118.1481064603195-17412.66602208238j,3993.3495732179354-17431.41986936242j,3591.0218079372517-16954.901642710614j
3533320.783,25.36345051673932+22.551018388517413j,101.00233410329788+79.4403446234076j,227.44025185601498+174.26083368545403j,406.3125369601857+306.39813511070633j,640.041345556326+474.7957288256419j,929.925665901483+679.508097629997j,1286.9644245454724+916.459593395391j,1713.3040286884225+1182.3827206702647j,2226.064198347489+1469.5236195972561j,2839.124180981881+1769.065671628849j,3543.0903337111304+2081.8727967641635j,4305.073469406758+2430.9880030023037j,5335.965670339124+2637.819729201652j,6425.869288145209+2848.9329883594655j,7677.478081945769+2951.7878592268644j,9062.995190577933+2947.520114983284j,10525.56705530591+2844.596999863286j,12105.179823815948+2571.446233537113j,13917.561395366976+1291.9894936821645j,15531.900083749355+475.94549928808533j,17055.70070797274-691.8575492166544j,18245.219731423807-2877.255254115221j,19243.085125534417-4804.461534092929j,19735.949713959424-6881.79062636557j,19121.291776922353-9610.658672240572j,18664.42233639951-11568.991073971303j,17800.543977039884-13306.2647445662j,17003.997423464276-14743.008620038132j,15639.68445280267-15887.389477722221j,14831.610485275527-16846.805924972137j,12769.526121510316-17273.8264929509j,12031.405513356658-17790.713731741285j,10628.485516513501-17799.352351065623j,9863.39654244407-17994.454975104603j,9063.338666879576-18038.08403925939j,8242.169659580926-17931.37109126649j,7475.550523281167-17792.54915055721j,6592.158010344352-17343.768872515266j,6494.604442816748-17595.798327425346j,6125.070132587698-17611.525618215295j,5602.268263980986-17394.372720211773j,5254.583167779511-17219.285870185256j,4984.788633424853-17206.075871290668j,4519.384746521875-16786.79399733169j,4470.763937519879-17129.546339082815j,4232.239274675131-16946.653755170595j,3997.851455006842-16786.50221494078j,4043.350403778536-17246.95420338474j,3926.7904670393427-17298.670716108663j,3508.6168019401102-16802.33548883051j
3560279.536,25.45424979733083+22.634724006278727j,101.35730265720699+79.67608070876334j,228.25219617928715+174.75654674909902j,407.8534216210581+307.1348086999121j,642.534322245743+475.9625109428527j,933.4434097349534+681.2418874374683j,1292.0583877019003+918.3923181380403j,1720.4222759721247+1184.8376585428452j,2235.387444921915+1472.4713856757348j,2853.0570372182788+1771.8196892692963j,3560.4310243846403+2084.09268408823j,4328.178807964939+2431.6582840898323j,5366.736451269422+2635.5868569188506j,6462.240088883588+2838.7313800874904j,7720.555081782139+2937.512121426513j,9119.948451336668+2918.0542223243647j,10592.504412923665+2800.968434309138j,12173.402524817977+2502.8008351548324j,13977.20033543537+1186.8891938180025j,15586.79001492344+352.24081795357955j,17086.960973868074-832.9282401355631j,18233.0405814565-3052.099581535451j,19173.52383504151-4983.926840357218j,19647.24696811227-7098.636754181552j,18949.58004800462-9783.007957566453j,18476.889022676216-11730.228467297367j,17576.210054938667-13408.39618439731j,16754.871752044786-14792.224327781363j,15408.324040021103-15916.07111237962j,14568.024622399653-16854.615437322922j,12542.805102879396-17236.91695909459j,11806.303738673789-17733.98473791612j,10428.25999184666-17714.70705599105j,9708.333165824848-17889.638027340432j,8890.997831578949-17925.834107002083j,8088.125568552128-17814.938468385575j,7321.355972867789-17659.67866142409j,6458.61175066543-17221.164538330944j,6366.358289505431-17463.52890069224j,5994.581360131301-17464.264302580945j,5499.969834578926-17249.46900135283j,5149.827235510782-17083.414320593794j,4898.828300544831-17051.98594050371j,4431.0721088794435-16653.27172710087j,4389.808897529874-16982.788065859324j,4151.248509979705-16810.21728290201j,3945.734689372134-16648.6501883423j,3978.8943053722005-17110.907856715075j,3845.3107992529467-17152.07495542917j,3446.372941022116-16681.10855637628j
3587443.979,25.54558096525705+22.704762284064685j,101.72491592915746+79.87638558878042j,229.0852824735238+175.19301843693657j,409.34116197903285+307.9413041104287j,644.9097659588826+477.2249558153599j,937.184368211985+682.5887563815171j,1297.383720935791+920.2832908540405j,1727.7482304114699+1186.7087789587074j,2245.5657098970737+1474.8458738425627j,2866.6658776148297+1774.1419356581182j,3578.331982488345+2084.4398759083665j,4350.08230907454+2432.336370731613j,5396.2972692071025+2631.5747848377555j,6500.720429924365+2830.681598784002j,7765.526949560126+2916.4169069386753j,9163.543126721444+2888.2476602116953j,10648.884316832395+2754.580656679539j,12234.703177201198+2441.4768132920985j,14036.26757971785+1088.707245096401j,15631.371342140936+226.02418430029826j,17127.167771595214-988.5239429757845j,18207.148292340527-3244.2476480553814j,19133.251453125187-5182.320094736738j,19543.78013867104-7271.53461064262j,18808.570947519842-9957.815438064936j,18262.73239987263-11874.440122571292j,17345.99931434453-13516.631796189047j,16532.31817699592-14850.766930175057j,15165.014017864769-15923.000671525882j,14331.958232255936-16829.480326475226j,12315.097963117247-17195.36819688272j,11575.424761054248-17667.59685467189j,10240.658892198611-17611.133529412975j,9514.117709169628-17783.896221947914j,8719.843984641613-17828.581244915924j,7913.529208239896-17705.582313172476j,7183.462643293841-17542.44958639097j,6316.827631990207-17093.22051242187j,6251.988687907259-17338.915981083526j,5867.973857948958-17358.896413940434j,5400.582433020211-17122.82159022248j,5046.267936136852-16945.16646614291j,4789.03821590045-16927.648798397524j,4344.508895382428-16514.499521617596j,4301.7117738767965-16847.767467837868j,4070.4600753754835-16688.36688488761j,3862.6446745850276-16522.911929728754j,3898.511583857698-16975.87628776347j,3780.9515782686044-17015.351014427542j,3390.4700897012503-16539.026450954458j
3614815.684,25.634501691261903+22.78135912180311j,102.09166451919255+80.0913650977185j,229.92295261203432+175.60977402954336j,410.83079906259724+308.6998044660316j,647.3470343677612+478.2692523534884j,940.904920643008+684.0514471033065j,1302.6250636821323+922.2455580608538j,1734.8918333935817+1189.4329432710483j,2255.75314811994+1477.6582394789673j,2880.6809356914573+1776.151902714858j,3596.390140375295+2086.6326265864104j,4373.114592015708+2431.1704416353223j,5426.49394901127+2626.4424617291793j,6537.674762538246+2818.750041688679j,7810.5372019252145+2897.5256033549945j,9220.675946786385+2853.5254430364403j,10705.388904126243+2705.5371975576936j,12297.707026424083+2375.4777026871034j,14084.369935423725+988.2066503691456j,15675.70733701636+86.02912237580348j,17146.096403388023-1165.4480853336777j,18194.615389551665-3441.4087917464312j,19065.83922641954-5400.7952903978085j,19424.779143224187-7472.978269739156j,18655.006953115164-10110.618131057108j,18078.737617144317-12006.780218942167j,17123.31644356421-13614.630964019218j,16292.347937812954-14952.100080064307j,14898.382862790817-15961.363096498777j,14104.2299371969-16814.50145091473j,12097.001585267288-17156.546982920478j,11355.997851337059-17593.105315068646j,10035.400180698505-17534.322719886262j,9324.27633166885-17679.47257513348j,8563.317310722994-17713.871058805384j,7756.450305483191-17580.328450861256j,7023.5572550473935-17422.26507572045j,6205.91505030821-16964.277144893254j,6117.223926362244-17212.720180044285j,5763.748742599385-17203.623345288386j,5282.312875641673-16982.192228425214j,4953.38332439084-16800.964126611227j,4704.039216055363-16781.871496276814j,4265.7199429038765-16395.83106776807j,4227.218468103914-16712.14426732884j,3992.089214967522-16547.827373304837j,3778.744954947065-16390.027467349428j,3834.498692571357-16833.786914951732j,3705.91553503017-16888.13925759079j,3322.951967309007-16403.78836477136j
3642396.231,25.732345696978538+22.847321747514886j,102.48635519496692+80.27260514631588j,230.8086358578071+176.03404991487955j,412.4416867414775+309.43068893277405j,649.9158128393442+479.36735196438894j,944.6386524071793+685.9090947524054j,1308.1045274107205+924.2463872941061j,1742.5897706858636+1191.644619220615j,2265.8410119491973+1479.6888661032053j,2894.5926962733784+1778.0356543516696j,3615.3616289914585+2087.8952891150566j,4396.560752317487+2431.8160078148107j,5456.820276837205+2623.6866377113856j,6576.280800189234+2806.4950034457047j,7860.0575950152315+2880.25648066204j,9274.0938142068+2821.6732206643637j,10769.032051447468+2658.0401424978395j,12359.272305136048+2301.924518894371j,14139.598687754193+881.6825414936911j,15709.119204222068-42.816202294839464j,17179.183265747884-1317.8665272535445j,18170.7102238597-3615.9465024553056j,19017.75503647151-5584.63480772765j,19343.44178330392-7675.753745060945j,18459.07170791078-10260.912746153683j,17874.916353970995-12153.40331954604j,16895.59559511647-13719.924567963766j,16030.207647221903-14989.06155949007j,14655.631547625933-15991.43754483038j,13852.664039878495-16829.50738121223j,11872.914436009554-17105.255952578773j,11161.352270676563-17536.453387590565j,9855.01867003948-17441.09172574748j,9127.225862003694-17578.121253858666j,8388.048917513372-17603.82004244911j,7620.0891175087245-17475.354966567156j,6887.650840455145-17292.009792158547j,6095.770402383534-16848.69717450114j,5994.0614367667495-17074.967010299675j,5632.157989120378-17076.456076733477j,5171.506767124032-16844.6766879755j,4848.771829912709-16679.58874169115j,4615.602151111608-16648.818092387584j,4189.459217075835-16257.58586719857j,4136.35518098029-16587.761904476116j,3929.966230538818-16415.678512645143j,3711.7194336364964-16262.490912482144j,3756.5727341005945-16701.20019136584j,3640.1854514869015-16741.89360543673j,3263.372940198656-16274.135468532344j
3670187.214,25.98868377319991+22.764031712079127j,103.52453894869774+79.86361029938584j,233.15773428709625+175.16089410242284j,416.64937307587445+307.97515068794826j,656.5155323683159+477.1796564408606j,954.1169127358096+682.328368027572j,1321.2939352910744+919.897279149125j,1760.2760268857976+1185.360637716174j,2289.0960735121594+1470.7819172443344j,2923.2205248290898+1768.9108220555922j,3651.0342073365655+2073.8409770287517j,4439.978216482418+2416.3425605524094j,5512.291912147162+2591.6955734244557j,6639.775878392588+2763.2604695928453j,7937.9453098909+2819.352078264493j,9358.812318025779+2739.0719944510925j,10860.52849529439+2553.710930975937j,12463.440042353597+2177.6107500466264j,14223.232225974365+693.7116471885197j,15784.109683158127-264.0560790662143j,17212.28507981707-1581.7604835337984j,18172.172076568342-3897.362854450275j,18936.97871045126-5886.041305775584j,19215.47890044107-7951.3818700381935j,18283.15399650516-10568.748571845921j,17641.014473720978-12397.190919979743j,16639.15191234474-13894.309955976796j,15749.851632293741-15173.181953998906j,14355.980395078741-16103.79661845845j,13560.054934336462-16898.71232315607j,11595.3902017985-17109.920008697052j,10883.205929683618-17534.101205308467j,9599.852129681729-17421.964171356645j,8877.205355662754-17563.055024033813j,8170.956596686427-17559.50492847624j,7391.706932190799-17407.654823127992j,6689.78811192039-17230.0015794445j,5917.147405446507-16758.697422069046j,5809.529806852882-16993.054399439723j,5465.854005177093-16984.39870312354j,5012.8866652589895-16769.745269639374j,4719.207501656962-16600.613155029343j,4498.289302950436-16553.202078277245j,4064.132763861099-16167.139901278519j,4033.758596024011-16493.80425242044j,3827.771920304902-16322.228082142914j,3624.108051250646-16168.449738554096j,3661.5918102944324-16602.408718534305j,3553.80142355581-16648.229565063306j,3184.394748804341-16171.40395243358j
3698190.239,26.08372909632741+22.8385897793168j,103.90520775532995+80.1025854886407j,234.02633973086785+175.58992509185853j,418.17868300888244+308.83885382254977j,659.0739613537612+478.1487927785481j,957.8906959512059+683.9990589639757j,1326.7219533912578+921.8112879497268j,1767.8927969554957+1187.5723650409282j,2299.7815669652605+1472.9920097203685j,2937.0757084426205+1770.2490542771068j,3669.7035887323354+2074.973416161621j,4464.133711540099+2415.2462912587653j,5544.775603990148+2587.4856420158626j,6678.355797659704+2748.5136931303778j,7982.925887774664+2796.684102635651j,9413.367707511792+2707.019800293766j,10920.329918265747+2498.0328801074897j,12517.390461304964+2097.3393871485673j,14277.604146993752+584.6404319504217j,15829.517421293405-409.640772461397j,17237.417393329833-1745.9554044959618j,18140.201898855572-4073.8492576759186j,18855.86465523481-6085.260534237478j,19079.61187538682-8158.82988743371j,18110.961997180668-10724.384312092512j,17406.254811273924-12526.79420827056j,16392.931412209626-13959.418371058826j,15510.124180703428-15211.325103205176j,14096.579000954853-16088.625434334943j,13324.44752299715-16881.870777766035j,11347.892096718559-17082.588300385924j,10671.977878573693-17460.66375360501j,9422.883226189157-17338.41296247148j,8718.972657072794-17449.669481978864j,8001.264743263418-17445.486167798932j,7271.796409388557-17288.08445585497j,6561.72915963313-17105.8410753808j,5795.369231924191-16636.621290139j,5712.908192662553-16881.61056699481j,5352.5475084936925-16857.559192608573j,4919.511195900306-16632.323184680034j,4630.8806360171075-16460.1776930778j,4412.824496351798-16421.225836292775j,3983.575256067092-16036.552217155027j,3958.123202761008-16362.007834045704j,3755.4191552810953-16195.41065368453j,3554.721967854937-16031.601997222217j,3597.6104202135853-16460.904905023373j,3485.6029113179866-16506.828019549823j,3131.9774896875374-16047.617677928474j
